source_file,error_category,line_number,column_number,msg_has_expected,msg_has_declared,msg_has_before,msg_has_type,msg_has_conversion,msg_has_return,msg_has_control,msg_has_implicit,msg_has_unknown,msg_mentions_semicolon,msg_mentions_brace,msg_mentions_paren,msg_length,msg_word_count,code_length,code_ends_semicolon,code_has_declaration,code_open_braces,code_close_braces,code_open_parens,code_close_parens,code_has_assignment,code_has_comparison,code_has_string,brace_balance,paren_balance,total_braces,total_parens
missing_semicolon_27.cpp,Missing Semicolon,6,5,1,0,1,0,0,0,0,0,0,1,0,0,33,6,33,1,0,0,0,0,0,0,1,1,0,0,0,0
invalid_decl_21.cpp,Invalid Syntax in Declarations,6,13,0,1,0,0,0,0,0,0,0,0,0,0,38,7,22,1,0,0,0,0,0,0,1,0,0,0,0,0
invalid_decl_13.cpp,Invalid Syntax in Declarations,6,5,0,1,0,0,0,0,0,0,0,0,0,0,40,7,68,0,1,0,0,0,0,1,0,1,0,0,0,0
undeclared_27_aug185.cpp,Undeclared Variable,7,12,0,1,0,0,0,0,0,0,0,0,0,0,41,7,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_return_13.cpp,Missing Return Statement,13,1,0,0,0,1,0,1,0,0,0,0,0,0,66,8,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
invalid_decl_27.cpp,Invalid Syntax in Declarations,5,5,0,1,0,0,0,0,0,0,0,0,0,0,40,7,37,0,0,0,0,0,0,1,0,1,0,0,0,0
missing_semicolon_15.cpp,Missing Semicolon,7,5,1,0,1,0,0,0,0,0,0,1,0,0,33,6,41,1,0,0,0,0,0,0,1,1,0,0,0,0
undeclared_14_aug561.cpp,Undeclared Variable,12,11,0,1,0,0,0,0,0,0,0,0,0,0,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
missing_return_2.cpp,Missing Return Statement,6,9,0,0,0,0,0,0,0,0,0,0,0,0,39,4,11,1,1,0,0,0,0,1,0,0,0,0,0,0
missing_return_17.cpp,Missing Return Statement,8,1,0,0,0,1,0,1,1,0,0,0,0,0,56,7,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_semicolon_25.cpp,Missing Semicolon,6,5,1,0,1,0,0,0,0,0,0,1,0,0,33,6,31,1,0,0,0,0,0,0,1,1,0,0,0,0
missing_semicolon_22.cpp,Missing Semicolon,5,10,0,0,0,0,0,0,0,0,0,0,0,0,44,4,17,0,1,0,0,0,0,1,0,1,0,0,0,0
missing_semicolon_1.cpp,Missing Semicolon,6,9,0,0,0,0,0,0,0,0,0,0,0,0,39,4,32,0,1,0,0,0,0,1,0,0,0,0,0,0
missing_return_23_aug355.cpp,Missing Return Statement,4,1,0,0,0,1,0,1,1,0,0,0,0,0,59,8,28,0,1,1,0,1,1,0,0,0,1,0,1,2
missing_header_20_aug612.cpp,Missing Header Include,2,21,0,0,0,1,0,0,0,0,0,0,0,0,74,10,29,0,0,0,0,0,0,0,1,0,0,0,0,0
unmatched_braces_8.cpp,Unmatched Braces,10,1,1,0,0,0,0,0,0,0,0,0,0,0,32,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
type_mismatch_11.cpp,Type Mismatch,7,9,0,0,0,0,0,0,0,0,0,0,0,0,39,4,11,1,1,0,0,0,0,1,0,0,0,0,0,0
type_mismatch_14.cpp,Type Mismatch,5,15,0,0,0,0,1,0,0,0,0,0,0,0,57,8,38,0,1,0,0,0,0,1,0,1,0,0,0,0
undeclared_26_aug741.cpp,Undeclared Variable,10,3,0,1,0,0,0,0,0,0,0,0,0,0,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
missing_return_9.cpp,Missing Return Statement,9,9,0,0,0,0,0,0,0,0,0,0,0,0,44,4,34,1,1,0,0,1,1,1,0,0,0,0,0,2
missing_header_17_aug649.cpp,Missing Header Include,9,14,1,0,1,0,0,0,0,0,0,0,0,0,46,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0
missing_header_14.cpp,Missing Header Include,7,17,1,0,1,0,0,0,0,0,0,0,0,0,40,4,43,0,1,0,0,0,0,0,1,0,0,0,0,0
missing_semicolon_9.cpp,Missing Semicolon,8,30,0,1,0,0,0,0,0,0,0,0,0,0,39,7,49,1,0,0,0,0,0,0,1,1,0,0,0,0
missing_semicolon_2.cpp,Missing Semicolon,8,5,1,0,1,0,0,0,0,0,0,1,0,0,32,6,14,1,1,0,0,0,0,1,0,0,0,0,0,0
unmatched_parens_21_aug553.cpp,Unmatched Parentheses,6,11,1,0,1,0,0,0,0,0,0,0,1,1,35,6,38,1,0,0,0,0,0,0,1,1,0,0,0,0
type_mismatch_8_aug540.cpp,Type Mismatch,9,7,0,0,0,0,1,0,0,0,0,0,0,0,51,8,18,1,0,0,0,0,0,0,1,0,0,0,0,0
type_mismatch_9_aug434.cpp,Type Mismatch,4,21,0,0,0,0,1,0,0,0,0,0,0,0,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
missing_return_14.cpp,Missing Return Statement,5,9,0,0,0,0,0,0,0,0,0,0,0,0,44,4,19,1,1,0,0,0,0,1,0,0,0,0,0,0
unmatched_parens_17.cpp,Unmatched Parentheses,5,31,1,0,1,0,0,0,0,0,0,0,1,1,29,5,53,0,1,1,0,1,0,1,1,0,1,1,1,1
missing_semicolon_10.cpp,Missing Semicolon,7,5,1,0,1,0,0,0,0,0,0,1,0,0,33,6,26,1,0,0,0,0,0,0,1,0,0,0,0,0
missing_header_28.cpp,Missing Header Include,6,47,0,1,0,0,0,0,0,0,0,0,0,0,43,7,67,0,1,0,0,1,1,1,1,1,0,0,0,2
missing_semicolon_12.cpp,Missing Semicolon,8,12,0,1,0,0,0,0,0,0,0,0,0,0,38,7,13,1,0,0,0,0,0,1,0,0,0,0,0,0
unmatched_parens_8.cpp,Unmatched Parentheses,6,14,1,0,1,0,0,0,0,0,0,0,1,1,29,5,42,0,0,1,0,1,0,0,0,0,1,1,1,1
unmatched_braces_18.cpp,Unmatched Braces,11,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_header_24.cpp,Missing Header Include,6,25,0,1,0,0,0,0,0,0,0,0,0,0,38,7,45,0,1,0,0,1,1,1,0,0,0,0,0,2
type_mismatch_3_aug494.cpp,Type Mismatch,11,14,0,0,0,1,0,0,0,0,0,0,0,0,49,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
missing_semicolon_18.cpp,Missing Semicolon,5,19,0,0,0,0,0,0,0,0,0,0,0,0,42,4,22,0,1,0,0,0,0,1,0,0,0,0,0,0
unmatched_braces_1.cpp,Unmatched Braces,10,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_semicolon_7.cpp,Missing Semicolon,7,5,1,0,1,0,0,0,0,0,0,1,0,0,31,6,10,0,0,1,0,1,1,0,0,0,1,0,1,2
type_mismatch_27.cpp,Type Mismatch,6,9,0,0,0,0,1,0,0,0,0,0,0,0,56,9,29,0,1,0,0,0,0,1,0,1,0,0,0,0
missing_header_17.cpp,Missing Header Include,7,5,0,1,0,0,0,0,0,0,0,0,0,0,34,7,10,1,0,0,0,1,1,0,0,0,0,0,0,2
unmatched_braces_14_aug558.cpp,Unmatched Braces,13,4,1,0,0,0,0,0,0,0,0,0,1,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
type_mismatch_13.cpp,Type Mismatch,8,23,0,0,0,1,1,0,0,0,0,0,0,0,112,10,54,0,1,0,0,0,0,1,0,0,0,0,0,0
undeclared_2.cpp,Undeclared Variable,7,5,0,1,0,0,0,0,0,0,0,0,0,0,39,7,41,0,0,0,0,0,0,1,0,1,0,0,0,0
missing_return_2.cpp,Missing Return Statement,8,1,0,0,0,1,0,1,0,0,0,0,0,0,66,8,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
unmatched_braces_19.cpp,Unmatched Braces,10,1,1,0,0,0,0,0,0,0,0,0,0,1,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
unmatched_braces_26.cpp,Unmatched Braces,5,31,1,0,1,0,0,0,0,0,0,1,1,0,29,5,67,0,1,1,0,0,0,1,0,0,1,0,1,0
undeclared_24.cpp,Undeclared Variable,6,13,0,1,0,0,0,0,0,0,0,0,0,0,38,7,47,0,0,0,0,0,0,0,1,1,0,0,0,0
unmatched_parens_6.cpp,Unmatched Parentheses,7,5,0,0,0,1,0,0,0,0,0,0,0,0,27,6,18,1,0,0,0,0,0,0,1,0,0,0,0,0
missing_return_3_aug985.cpp,Missing Return Statement,13,1,0,0,0,1,0,1,0,0,0,0,0,0,66,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_parens_20.cpp,Unmatched Parentheses,7,1,1,0,1,0,0,0,0,0,0,0,1,0,37,5,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
undeclared_24.cpp,Undeclared Variable,5,9,0,0,0,0,0,0,0,0,0,0,0,0,43,4,15,1,1,0,0,0,0,1,0,0,0,0,0,0
type_mismatch_7.cpp,Type Mismatch,8,13,0,0,0,0,1,0,0,0,0,0,0,0,61,8,39,0,1,0,0,0,0,1,0,1,0,0,0,0
type_mismatch_30_aug283.cpp,Type Mismatch,4,12,0,0,0,0,1,0,0,0,0,0,0,0,51,7,12,0,1,1,0,1,1,0,0,0,1,0,1,2
unmatched_braces_13.cpp,Unmatched Braces,12,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
invalid_decl_26.cpp,Invalid Syntax in Declarations,5,11,0,1,0,0,0,0,0,0,0,0,0,0,36,7,43,0,0,0,0,0,0,1,0,1,0,0,0,0
missing_semicolon_5.cpp,Missing Semicolon,8,5,1,0,1,0,0,0,0,0,0,1,1,0,29,5,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_return_7.cpp,Missing Return Statement,10,1,0,0,0,1,0,1,1,0,0,0,0,0,56,7,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_header_26_aug199.cpp,Missing Header Include,5,3,0,1,0,0,0,0,0,0,0,0,0,0,43,7,12,0,1,1,0,1,1,0,0,0,1,0,1,2
undeclared_14.cpp,Undeclared Variable,6,10,0,0,0,0,0,0,0,0,0,0,0,0,43,4,17,1,1,0,0,0,0,1,0,1,0,0,0,0
unmatched_parens_1.cpp,Unmatched Parentheses,6,14,1,0,1,0,0,0,0,0,0,0,1,1,29,5,42,0,0,1,0,1,0,0,1,0,1,1,1,1
unmatched_braces_19.cpp,Unmatched Braces,10,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_header_1.cpp,Missing Header Include,6,5,0,1,0,0,0,0,0,0,0,0,0,0,37,7,52,0,0,0,0,0,0,0,1,1,0,0,0,0
missing_return_15.cpp,Missing Return Statement,5,12,0,0,0,0,0,0,0,0,0,0,0,0,42,4,30,1,1,0,0,0,0,1,0,0,0,0,0,0
undeclared_11_aug546.cpp,Undeclared Variable,9,6,0,1,0,0,0,0,0,0,0,0,0,0,38,7,18,1,0,0,0,0,0,0,1,0,0,0,0,0
undeclared_7.cpp,Undeclared Variable,7,11,0,1,0,0,0,0,0,0,0,0,0,0,40,7,47,0,0,1,0,1,1,0,1,1,1,0,1,2
invalid_decl_12.cpp,Invalid Syntax in Declarations,7,13,0,1,0,0,0,0,0,0,0,0,0,0,36,7,20,1,0,0,0,0,0,0,1,0,0,0,0,0
invalid_decl_27_aug242.cpp,Invalid Syntax in Declarations,5,16,0,1,0,0,0,0,0,0,0,0,0,0,40,8,37,0,0,0,0,0,0,1,0,1,0,0,0,0
missing_return_9_aug600.cpp,Missing Return Statement,7,12,0,0,0,0,0,0,0,0,0,0,0,0,44,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_parens_22.cpp,Unmatched Parentheses,6,29,1,0,1,0,0,0,0,0,0,1,0,1,29,5,51,0,1,0,0,2,1,1,0,0,0,1,0,3
missing_semicolon_15.cpp,Missing Semicolon,6,18,0,0,0,0,0,0,0,0,0,0,0,0,46,4,49,0,1,0,0,0,0,1,0,0,0,0,0,0
missing_semicolon_11.cpp,Missing Semicolon,6,9,0,0,0,0,0,0,0,0,0,0,0,0,43,4,35,0,1,0,0,0,0,1,0,0,0,0,0,0
missing_semicolon_23.cpp,Missing Semicolon,6,5,1,0,1,0,0,0,0,0,0,1,0,0,33,6,25,1,0,0,0,0,0,0,1,0,0,0,0,0
missing_return_9_aug789.cpp,Missing Return Statement,15,3,0,0,0,1,0,1,1,0,0,0,0,0,71,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0
missing_semicolon_26.cpp,Missing Semicolon,5,9,0,0,0,0,0,0,0,0,0,0,0,0,42,4,15,0,1,0,0,0,0,1,0,0,0,0,0,0
unmatched_braces_19.cpp,Unmatched Braces,10,1,1,0,0,1,0,0,0,0,0,0,0,0,39,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
invalid_decl_14.cpp,Invalid Syntax in Declarations,6,13,0,1,0,0,0,0,0,0,0,0,0,0,34,7,18,1,0,0,0,0,0,0,1,0,0,0,0,0
missing_header_1_aug482.cpp,Missing Header Include,4,33,0,1,0,0,0,0,0,0,0,0,0,0,41,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
missing_return_1.cpp,Missing Return Statement,10,1,0,0,0,1,0,1,1,0,0,0,0,0,56,7,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_header_21.cpp,Missing Header Include,7,23,0,1,0,0,0,0,0,0,0,0,0,0,39,7,44,0,1,0,0,1,1,1,0,0,0,0,0,2
invalid_decl_27.cpp,Invalid Syntax in Declarations,6,13,0,1,0,0,0,0,0,0,0,0,0,0,36,7,20,1,0,0,0,0,0,0,1,0,0,0,0,0
unmatched_braces_8.cpp,Unmatched Braces,10,1,1,0,0,0,0,0,0,0,0,0,0,0,43,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_semicolon_19.cpp,Missing Semicolon,5,11,0,0,0,0,0,0,0,0,0,0,0,0,49,4,24,0,1,0,0,0,0,1,0,0,0,0,0,0
unmatched_braces_19_aug669.cpp,Unmatched Braces,13,3,1,0,0,0,0,0,0,0,0,0,0,1,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_braces_24.cpp,Unmatched Braces,9,1,1,0,1,0,0,0,0,0,0,0,1,0,37,5,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
unmatched_braces_24.cpp,Unmatched Braces,6,5,1,0,1,0,0,0,0,0,0,0,0,0,33,4,11,1,1,0,0,0,0,1,0,0,0,0,0,0
missing_semicolon_6.cpp,Missing Semicolon,6,9,0,0,0,0,0,0,0,0,0,0,0,0,41,4,50,0,1,1,1,0,0,1,0,0,0,0,2,0
missing_return_10_aug533.cpp,Missing Return Statement,13,3,0,0,0,1,0,1,0,0,0,0,0,0,66,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_braces_16_aug856.cpp,Unmatched Braces,7,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0
undeclared_26.cpp,Undeclared Variable,6,5,0,1,0,0,0,0,0,0,0,0,0,0,42,7,47,0,0,0,0,0,0,1,0,1,0,0,0,0
missing_semicolon_30.cpp,Missing Semicolon,5,19,0,0,0,0,0,0,0,0,0,0,0,0,42,4,24,0,1,0,0,0,0,1,0,0,0,0,0,0
missing_header_27.cpp,Missing Header Include,6,10,1,0,1,0,0,0,0,0,0,0,0,0,40,4,36,0,1,0,0,0,0,0,1,0,0,0,0,0
missing_semicolon_10.cpp,Missing Semicolon,6,9,0,0,0,0,0,0,0,0,0,0,0,0,39,4,45,0,1,0,0,0,0,1,0,0,0,0,0,0
missing_semicolon_18.cpp,Missing Semicolon,6,5,1,0,1,0,0,0,0,0,0,1,0,0,33,6,28,1,0,0,0,0,0,0,1,0,0,0,0,0
unmatched_braces_5.cpp,Unmatched Braces,12,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
type_mismatch_7_aug782.cpp,Type Mismatch,11,14,0,0,0,1,1,0,0,0,0,0,0,0,66,9,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_semicolon_10.cpp,Missing Semicolon,6,16,0,0,0,0,0,0,0,0,0,0,0,0,39,4,45,0,1,0,0,0,0,1,0,0,0,0,0,0
unmatched_braces_5_aug444.cpp,Unmatched Braces,14,4,1,0,0,0,0,0,0,0,0,0,1,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
missing_return_23.cpp,Missing Return Statement,6,15,0,0,0,0,0,0,0,0,0,0,0,0,44,4,38,1,1,0,0,1,1,1,0,0,0,0,0,2
missing_header_2_aug266.cpp,Missing Header Include,5,30,0,1,0,0,0,0,0,0,0,0,0,0,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
missing_header_4.cpp,Missing Header Include,7,5,0,1,0,0,0,0,0,0,0,0,0,0,39,7,41,0,1,0,0,0,0,0,1,0,0,0,0,0
missing_semicolon_1.cpp,Missing Semicolon,7,5,1,0,1,0,0,0,0,0,0,1,0,0,33,6,31,1,0,0,0,0,0,0,1,1,0,0,0,0
undeclared_15.cpp,Undeclared Variable,6,5,0,1,0,0,0,0,0,0,0,0,0,0,39,7,38,0,0,0,0,0,0,1,0,1,0,0,0,0
unmatched_braces_13.cpp,Unmatched Braces,12,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_header_4.cpp,Missing Header Include,7,12,1,0,1,0,0,0,0,0,0,0,0,0,40,4,41,0,1,0,0,0,0,0,1,0,0,0,0,0
unmatched_parens_6.cpp,Unmatched Parentheses,5,9,0,0,0,0,0,0,0,0,0,0,0,0,47,8,43,0,1,1,0,1,0,0,0,0,1,1,1,1
missing_return_22.cpp,Missing Return Statement,8,1,0,0,0,1,0,1,1,0,0,0,0,0,56,7,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_semicolon_26.cpp,Missing Semicolon,6,5,1,0,1,0,0,0,0,0,0,1,0,0,33,6,33,1,0,0,0,0,0,0,1,1,0,0,0,0
missing_semicolon_8.cpp,Missing Semicolon,6,10,0,0,0,0,0,0,0,0,0,0,0,0,43,4,38,0,1,0,0,0,0,1,0,1,0,0,0,0
undeclared_21.cpp,Undeclared Variable,5,5,0,1,0,0,0,0,0,0,0,0,0,0,39,7,40,0,0,0,0,0,0,1,0,1,0,0,0,0
type_mismatch_20_aug529.cpp,Type Mismatch,8,10,0,0,0,1,0,0,0,0,0,0,0,0,51,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_braces_25.cpp,Unmatched Braces,11,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
unmatched_parens_7_aug933.cpp,Unmatched Parentheses,8,27,1,0,1,0,0,0,0,0,0,1,0,1,35,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_braces_27.cpp,Unmatched Braces,11,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_return_11_aug649.cpp,Missing Return Statement,14,8,0,0,0,0,0,0,0,0,0,0,0,0,40,4,19,0,1,1,0,1,1,0,0,0,1,0,1,2
unmatched_parens_8_aug403.cpp,Unmatched Parentheses,10,17,1,0,0,0,0,0,0,0,0,0,1,1,31,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_return_24.cpp,Missing Return Statement,10,1,0,0,0,1,0,1,0,0,0,0,0,0,66,8,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_return_9_aug508.cpp,Missing Return Statement,4,12,0,0,0,0,0,0,0,0,0,0,0,0,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
type_mismatch_28.cpp,Type Mismatch,6,9,0,0,0,0,1,0,0,0,0,0,0,0,67,9,39,0,1,0,0,0,0,1,0,1,0,0,0,0
type_mismatch_15_aug142.cpp,Type Mismatch,4,13,0,0,0,1,1,0,0,0,0,0,0,0,60,8,12,0,1,1,0,1,1,0,0,0,1,0,1,2
type_mismatch_24.cpp,Type Mismatch,6,16,0,0,0,0,1,0,0,0,0,0,0,0,51,7,35,0,1,0,0,0,0,1,0,0,0,0,0,0
missing_return_28.cpp,Missing Return Statement,11,1,0,0,0,1,0,1,0,0,0,0,0,0,66,8,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
type_mismatch_11_aug985.cpp,Type Mismatch,9,16,0,0,0,1,1,0,0,0,0,0,0,0,60,8,18,1,0,0,0,0,0,0,1,0,0,0,0,0
unmatched_braces_20.cpp,Unmatched Braces,12,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_header_14_aug975.cpp,Missing Header Include,6,12,1,0,0,0,0,0,0,0,0,0,0,0,46,6,12,0,1,1,0,1,1,0,0,0,1,0,1,2
missing_header_4_aug710.cpp,Missing Header Include,10,2,0,1,0,0,0,0,0,0,0,0,0,0,41,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_braces_22.cpp,Unmatched Braces,14,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
unmatched_parens_6.cpp,Unmatched Parentheses,8,5,1,0,1,0,0,1,0,0,0,0,0,0,39,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0
invalid_decl_6_aug195.cpp,Invalid Syntax in Declarations,5,8,0,1,0,0,0,0,0,0,0,0,0,0,43,8,12,0,1,1,0,1,1,0,0,0,1,0,1,2
undeclared_10_aug841.cpp,Undeclared Variable,10,6,0,1,0,0,0,0,0,0,0,0,0,0,42,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_parens_24.cpp,Unmatched Parentheses,6,30,1,0,1,0,0,0,0,0,0,1,0,1,29,5,52,0,0,0,0,2,1,1,0,0,0,1,0,3
missing_return_15.cpp,Missing Return Statement,7,1,0,0,0,1,0,1,0,0,0,0,0,0,66,8,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_semicolon_24.cpp,Missing Semicolon,6,5,1,0,1,0,0,0,0,0,0,1,0,0,32,6,14,1,1,0,0,0,0,1,0,0,0,0,0,0
unmatched_braces_6.cpp,Unmatched Braces,12,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_return_10_aug151.cpp,Missing Return Statement,10,1,0,0,0,1,0,1,0,0,0,0,0,0,66,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
undeclared_24_aug861.cpp,Undeclared Variable,10,15,0,1,0,0,0,0,0,0,0,0,0,0,41,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_parens_16_aug288.cpp,Unmatched Parentheses,7,19,1,0,1,0,0,0,0,0,0,0,1,1,35,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_parens_9.cpp,Unmatched Parentheses,6,29,1,0,1,0,0,0,0,0,0,0,1,1,29,5,57,0,0,1,0,3,2,0,1,0,1,1,1,5
undeclared_11.cpp,Undeclared Variable,7,5,0,1,0,0,0,0,0,0,0,0,0,0,34,7,31,0,0,0,0,0,0,1,0,1,0,0,0,0
type_mismatch_7_aug103.cpp,Type Mismatch,7,16,0,0,0,1,1,0,0,0,0,0,0,0,66,9,70,0,1,0,0,1,1,1,0,1,0,0,0,2
missing_semicolon_18.cpp,Missing Semicolon,5,9,0,0,0,0,0,0,0,0,0,0,0,0,42,4,22,0,1,0,0,0,0,1,0,0,0,0,0,0
missing_return_5.cpp,Missing Return Statement,13,1,0,0,0,1,0,1,1,0,0,0,0,0,56,7,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_semicolon_6.cpp,Missing Semicolon,7,5,1,0,1,0,0,0,0,0,0,1,0,0,33,6,23,1,0,0,0,0,0,0,1,0,0,0,0,0
undeclared_30.cpp,Undeclared Variable,6,5,0,1,0,0,0,0,0,0,0,0,0,0,41,7,57,0,0,0,0,1,1,1,0,1,0,0,0,2
undeclared_10.cpp,Undeclared Variable,6,5,0,1,0,0,0,0,0,0,0,0,0,0,38,7,39,0,0,0,0,0,0,1,0,1,0,0,0,0
missing_return_18.cpp,Missing Return Statement,6,9,0,0,0,0,0,0,0,0,0,0,0,0,39,4,40,1,1,0,0,2,2,1,0,0,0,0,0,4
missing_return_20.cpp,Missing Return Statement,11,1,0,0,0,1,0,1,0,0,0,0,0,0,66,8,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
unmatched_parens_4.cpp,Unmatched Parentheses,6,31,1,0,1,0,0,0,0,0,0,0,1,1,29,5,59,0,1,1,0,1,0,1,1,0,1,1,1,1
type_mismatch_29.cpp,Type Mismatch,6,15,0,0,0,0,1,0,0,0,0,0,0,0,55,7,36,0,1,0,0,0,0,1,0,0,0,0,0,0
missing_return_23_aug403.cpp,Missing Return Statement,11,14,0,0,0,0,0,0,0,0,0,0,0,0,44,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0
unmatched_parens_21.cpp,Unmatched Parentheses,5,14,1,0,1,0,0,0,0,0,0,0,1,1,29,5,36,0,0,1,0,1,0,0,0,0,1,1,1,1
missing_return_26.cpp,Missing Return Statement,11,1,0,0,0,1,0,1,0,0,0,0,0,0,66,8,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
unmatched_braces_2.cpp,Unmatched Braces,9,13,1,0,0,0,0,0,0,0,0,0,1,0,28,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0
type_mismatch_28_aug726.cpp,Type Mismatch,8,7,0,0,0,0,1,0,0,0,0,0,0,0,63,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0
missing_return_12.cpp,Missing Return Statement,11,1,0,0,0,1,0,1,0,0,0,0,0,0,66,8,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_header_18_aug801.cpp,Missing Header Include,5,7,0,1,0,0,0,0,0,0,0,0,0,0,38,7,12,0,1,1,0,1,1,0,0,0,1,0,1,2
unmatched_parens_15.cpp,Unmatched Parentheses,5,24,1,0,1,0,0,0,0,0,0,0,1,1,29,5,46,0,0,1,0,1,0,0,1,0,1,1,1,1
missing_return_30.cpp,Missing Return Statement,5,9,0,0,0,0,0,0,0,0,0,0,0,0,39,4,18,1,1,0,0,0,0,1,0,0,0,0,0,0
missing_header_4_aug384.cpp,Missing Header Include,11,11,1,0,1,0,0,0,0,0,0,0,0,0,46,5,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
invalid_decl_30.cpp,Invalid Syntax in Declarations,5,5,0,1,0,0,0,0,0,0,0,0,0,0,39,7,43,0,0,0,0,0,0,1,0,1,0,0,0,0
undeclared_28_aug210.cpp,Undeclared Variable,4,2,0,1,0,0,0,0,0,0,0,0,0,0,52,7,12,0,1,1,0,1,1,0,0,0,1,0,1,2
missing_header_14.cpp,Missing Header Include,7,5,0,1,0,0,0,0,0,0,0,0,0,0,36,7,43,0,1,0,0,0,0,0,1,0,0,0,0,0
unmatched_braces_19.cpp,Unmatched Braces,10,1,1,0,0,0,0,0,0,0,0,0,1,0,28,6,1,0,0,0,1,0,0,0,0,0,-1,0,1,0
missing_header_26.cpp,Missing Header Include,6,5,0,1,0,0,0,0,0,0,0,0,0,0,36,7,40,0,1,0,0,0,0,0,1,0,0,0,0,0
undeclared_18.cpp,Undeclared Variable,5,5,0,1,0,0,0,0,0,0,0,0,0,0,40,7,43,0,0,0,0,0,0,1,0,1,0,0,0,0
