source_file,error_category,line_number,column_number,error_type,error_message,full_output
undeclared_11.cpp,Undeclared Variable,7,5,error,'y' was not declared in this scope,"sample_programs\undeclared_11.cpp: In function 'int main()':
sample_programs\undeclared_11.cpp:7:5: error: 'y' was not declared in this scope
     y = x + 5;  // 'y' not declared
     ^
"
undeclared_12.cpp,Undeclared Variable,6,9,error,'i' was not declared in this scope,"sample_programs\undeclared_12.cpp: In function 'int main()':
sample_programs\undeclared_12.cpp:6:9: error: 'i' was not declared in this scope
     for(i = 0; i < 10; i++) {  // 'i' not declared
         ^
"
undeclared_13.cpp,Undeclared Variable,8,13,error,'result' was not declared in this scope,"sample_programs\undeclared_13.cpp: In function 'int main()':
sample_programs\undeclared_13.cpp:8:13: error: 'result' was not declared in this scope
     cout << result << endl;  // 'result' not declared (should be 'percentage')
             ^~~~~~
"
undeclared_14.cpp,Undeclared Variable,7,13,error,'Grade' was not declared in this scope,"sample_programs\undeclared_14.cpp: In function 'int main()':
sample_programs\undeclared_14.cpp:7:13: error: 'Grade' was not declared in this scope
     cout << Grade << endl;  // 'Grade' not declared (capital G typo)
             ^~~~~
"
undeclared_15.cpp,Undeclared Variable,6,5,error,'answer' was not declared in this scope,"sample_programs\undeclared_15.cpp: In function 'int main()':
sample_programs\undeclared_15.cpp:6:5: error: 'answer' was not declared in this scope
     answer = 42;  // 'answer' not declared
     ^~~~~~
"
undeclared_2.cpp,Undeclared Variable,7,5,error,'result' was not declared in this scope,"sample_programs\undeclared_2.cpp: In function 'int main()':
sample_programs\undeclared_2.cpp:7:5: error: 'result' was not declared in this scope
     result = x * 2;  // 'result' not declared
     ^~~~~~
"
undeclared_3.cpp,Undeclared Variable,6,5,error,'sum' was not declared in this scope,"sample_programs\undeclared_3.cpp: In function 'int main()':
sample_programs\undeclared_3.cpp:6:5: error: 'sum' was not declared in this scope
     sum = 0;  // 'sum' not declared
     ^~~
"
undeclared_4.cpp,Undeclared Variable,6,8,error,'flag' was not declared in this scope,"sample_programs\undeclared_4.cpp: In function 'int main()':
sample_programs\undeclared_4.cpp:6:8: error: 'flag' was not declared in this scope
     if(flag) {  // 'flag' not declared
        ^~~~
"
undeclared_5.cpp,Undeclared Variable,8,5,error,'total' was not declared in this scope,"sample_programs\undeclared_5.cpp: In function 'int main()':
sample_programs\undeclared_5.cpp:8:5: error: 'total' was not declared in this scope
     total = a + b;  // 'total' not declared
     ^~~~~
"
undeclared_6.cpp,Undeclared Variable,6,13,error,'message' was not declared in this scope,"sample_programs\undeclared_6.cpp: In function 'int main()':
sample_programs\undeclared_6.cpp:6:13: error: 'message' was not declared in this scope
     cout << message << endl;  // 'message' not declared
             ^~~~~~~
"
undeclared_7.cpp,Undeclared Variable,7,11,error,'counter' was not declared in this scope,"sample_programs\undeclared_7.cpp: In function 'int main()':
sample_programs\undeclared_7.cpp:7:11: error: 'counter' was not declared in this scope
     while(counter < 5) {  // 'counter' not declared
           ^~~~~~~
"
undeclared_8.cpp,Undeclared Variable,7,5,error,'index' was not declared in this scope,"sample_programs\undeclared_8.cpp: In function 'int main()':
sample_programs\undeclared_8.cpp:7:5: error: 'index' was not declared in this scope
     index = 0;  // 'index' not declared
     ^~~~~
"
undeclared_9.cpp,Undeclared Variable,7,5,error,'b' was not declared in this scope,"sample_programs\undeclared_9.cpp: In function 'int main()':
sample_programs\undeclared_9.cpp:7:5: error: 'b' was not declared in this scope
     b = a * 2;  // 'b' not declared (typo variation)
     ^
"
unmatched_braces_1.cpp,Unmatched Braces,10,1,error,expected '}' at end of input,"sample_programs\unmatched_braces_1.cpp: In function 'int main()':
sample_programs\unmatched_braces_1.cpp:10:1: error: expected '}' at end of input
 }
 ^
"
unmatched_braces_10.cpp,Unmatched Braces,12,1,error,expected '}' at end of input,"sample_programs\unmatched_braces_10.cpp: In function 'int main()':
sample_programs\unmatched_braces_10.cpp:12:1: error: expected '}' at end of input
 }
 ^
"
unmatched_braces_11.cpp,Unmatched Braces,12,1,error,expected '}' at end of input,"sample_programs\unmatched_braces_11.cpp: In function 'int main()':
sample_programs\unmatched_braces_11.cpp:12:1: error: expected '}' at end of input
 }
 ^
"
unmatched_braces_12.cpp,Unmatched Braces,10,13,error,expected '}' at end of input,"sample_programs\unmatched_braces_12.cpp: In function 'int main()':
sample_programs\unmatched_braces_12.cpp:10:13: error: expected '}' at end of input
     return 0;
             ^
sample_programs\unmatched_braces_12.cpp:10:13: error: expected '}' at end of input
"
unmatched_braces_12.cpp,Unmatched Braces,10,13,error,expected '}' at end of input,"sample_programs\unmatched_braces_12.cpp: In function 'int main()':
sample_programs\unmatched_braces_12.cpp:10:13: error: expected '}' at end of input
     return 0;
             ^
sample_programs\unmatched_braces_12.cpp:10:13: error: expected '}' at end of input
"
unmatched_braces_13.cpp,Unmatched Braces,12,1,error,expected '}' at end of input,"sample_programs\unmatched_braces_13.cpp: In function 'int main()':
sample_programs\unmatched_braces_13.cpp:12:1: error: expected '}' at end of input
 }
 ^
sample_programs\unmatched_braces_13.cpp:12:1: error: expected '}' at end of input
"
unmatched_braces_13.cpp,Unmatched Braces,12,1,error,expected '}' at end of input,"sample_programs\unmatched_braces_13.cpp: In function 'int main()':
sample_programs\unmatched_braces_13.cpp:12:1: error: expected '}' at end of input
 }
 ^
sample_programs\unmatched_braces_13.cpp:12:1: error: expected '}' at end of input
"
unmatched_braces_2.cpp,Unmatched Braces,9,13,error,expected '}' at end of input,"sample_programs\unmatched_braces_2.cpp: In function 'int main()':
sample_programs\unmatched_braces_2.cpp:9:13: error: expected '}' at end of input
     return 0;
             ^
sample_programs\unmatched_braces_2.cpp:9:13: error: expected '}' at end of input
"
unmatched_braces_2.cpp,Unmatched Braces,9,13,error,expected '}' at end of input,"sample_programs\unmatched_braces_2.cpp: In function 'int main()':
sample_programs\unmatched_braces_2.cpp:9:13: error: expected '}' at end of input
     return 0;
             ^
sample_programs\unmatched_braces_2.cpp:9:13: error: expected '}' at end of input
"
unmatched_braces_3.cpp,Unmatched Braces,12,1,error,expected '}' at end of input,"sample_programs\unmatched_braces_3.cpp: In function 'int main()':
sample_programs\unmatched_braces_3.cpp:12:1: error: expected '}' at end of input
 }
 ^
"
unmatched_braces_4.cpp,Unmatched Braces,11,1,error,expected '}' at end of input,"sample_programs\unmatched_braces_4.cpp: In function 'int main()':
sample_programs\unmatched_braces_4.cpp:11:1: error: expected '}' at end of input
 }
 ^
"
unmatched_braces_5.cpp,Unmatched Braces,12,1,error,expected '}' at end of input,"sample_programs\unmatched_braces_5.cpp: In function 'int main()':
sample_programs\unmatched_braces_5.cpp:12:1: error: expected '}' at end of input
 }
 ^
"
unmatched_braces_6.cpp,Unmatched Braces,12,1,error,expected '}' at end of input,"sample_programs\unmatched_braces_6.cpp: In function 'int main()':
sample_programs\unmatched_braces_6.cpp:12:1: error: expected '}' at end of input
 }
 ^
"
unmatched_braces_7.cpp,Unmatched Braces,7,5,error,expected initializer before 'int',"sample_programs\unmatched_braces_7.cpp:7:5: error: expected initializer before 'int'
     int x = 10;
     ^~~
sample_programs\unmatched_braces_7.cpp:8:5: error: 'cout' does not name a type
     cout << x << endl;
     ^~~~
sample_programs\unmatched_braces_7.cpp:9:5: error: expected unqualified-id before 'return'
     return 0;
     ^~~~~~
sample_programs\unmatched_braces_7.cpp:10:1: error: expected declaration before '}' token
 }
 ^
"
unmatched_braces_7.cpp,Unmatched Braces,8,5,error,'cout' does not name a type,"sample_programs\unmatched_braces_7.cpp:7:5: error: expected initializer before 'int'
     int x = 10;
     ^~~
sample_programs\unmatched_braces_7.cpp:8:5: error: 'cout' does not name a type
     cout << x << endl;
     ^~~~
sample_programs\unmatched_braces_7.cpp:9:5: error: expected unqualified-id before 'return'
     return 0;
     ^~~~~~
sample_programs\unmatched_braces_7.cpp:10:1: error: expected declaration before '}' token
 }
 ^
"
unmatched_braces_7.cpp,Unmatched Braces,9,5,error,expected unqualified-id before 'return',"sample_programs\unmatched_braces_7.cpp:7:5: error: expected initializer before 'int'
     int x = 10;
     ^~~
sample_programs\unmatched_braces_7.cpp:8:5: error: 'cout' does not name a type
     cout << x << endl;
     ^~~~
sample_programs\unmatched_braces_7.cpp:9:5: error: expected unqualified-id before 'return'
     return 0;
     ^~~~~~
sample_programs\unmatched_braces_7.cpp:10:1: error: expected declaration before '}' token
 }
 ^
"
unmatched_braces_7.cpp,Unmatched Braces,10,1,error,expected declaration before '}' token,"sample_programs\unmatched_braces_7.cpp:7:5: error: expected initializer before 'int'
     int x = 10;
     ^~~
sample_programs\unmatched_braces_7.cpp:8:5: error: 'cout' does not name a type
     cout << x << endl;
     ^~~~
sample_programs\unmatched_braces_7.cpp:9:5: error: expected unqualified-id before 'return'
     return 0;
     ^~~~~~
sample_programs\unmatched_braces_7.cpp:10:1: error: expected declaration before '}' token
 }
 ^
"
unmatched_braces_8.cpp,Unmatched Braces,10,1,error,expected 'while' at end of input,"sample_programs\unmatched_braces_8.cpp: In function 'int main()':
sample_programs\unmatched_braces_8.cpp:10:1: error: expected 'while' at end of input
 }
 ^
sample_programs\unmatched_braces_8.cpp:10:1: error: expected '(' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected primary-expression at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected ')' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected ';' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected '}' at end of input
"
unmatched_braces_8.cpp,Unmatched Braces,10,1,error,expected '(' at end of input,"sample_programs\unmatched_braces_8.cpp: In function 'int main()':
sample_programs\unmatched_braces_8.cpp:10:1: error: expected 'while' at end of input
 }
 ^
sample_programs\unmatched_braces_8.cpp:10:1: error: expected '(' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected primary-expression at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected ')' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected ';' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected '}' at end of input
"
unmatched_braces_8.cpp,Unmatched Braces,10,1,error,expected primary-expression at end of input,"sample_programs\unmatched_braces_8.cpp: In function 'int main()':
sample_programs\unmatched_braces_8.cpp:10:1: error: expected 'while' at end of input
 }
 ^
sample_programs\unmatched_braces_8.cpp:10:1: error: expected '(' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected primary-expression at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected ')' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected ';' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected '}' at end of input
"
unmatched_braces_8.cpp,Unmatched Braces,10,1,error,expected ')' at end of input,"sample_programs\unmatched_braces_8.cpp: In function 'int main()':
sample_programs\unmatched_braces_8.cpp:10:1: error: expected 'while' at end of input
 }
 ^
sample_programs\unmatched_braces_8.cpp:10:1: error: expected '(' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected primary-expression at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected ')' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected ';' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected '}' at end of input
"
unmatched_braces_8.cpp,Unmatched Braces,10,1,error,expected ';' at end of input,"sample_programs\unmatched_braces_8.cpp: In function 'int main()':
sample_programs\unmatched_braces_8.cpp:10:1: error: expected 'while' at end of input
 }
 ^
sample_programs\unmatched_braces_8.cpp:10:1: error: expected '(' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected primary-expression at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected ')' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected ';' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected '}' at end of input
"
unmatched_braces_8.cpp,Unmatched Braces,10,1,error,expected '}' at end of input,"sample_programs\unmatched_braces_8.cpp: In function 'int main()':
sample_programs\unmatched_braces_8.cpp:10:1: error: expected 'while' at end of input
 }
 ^
sample_programs\unmatched_braces_8.cpp:10:1: error: expected '(' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected primary-expression at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected ')' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected ';' at end of input
sample_programs\unmatched_braces_8.cpp:10:1: error: expected '}' at end of input
"
unmatched_braces_9.cpp,Unmatched Braces,6,31,error,expected '}' before ';' token,"sample_programs\unmatched_braces_9.cpp: In function 'int main()':
sample_programs\unmatched_braces_9.cpp:6:31: error: expected '}' before ';' token
     int arr[] = {1, 2, 3, 4, 5;  // Missing closing brace for array
                               ^
"
unmatched_parens_1.cpp,Unmatched Parentheses,6,14,error,expected ')' before '{' token,"sample_programs\unmatched_parens_1.cpp: In function 'int main()':
sample_programs\unmatched_parens_1.cpp:6:14: error: expected ')' before '{' token
     if(5 > 3 {  // Missing closing parenthesis
              ^
"
unmatched_parens_10.cpp,Unmatched Parentheses,7,22,error,expected ')' before ';' token,"sample_programs\unmatched_parens_10.cpp: In function 'int main()':
sample_programs\unmatched_parens_10.cpp:7:22: error: expected ')' before ';' token
     arr[0] = (10 + 20;  // Missing closing parenthesis
                      ^
"
unmatched_parens_11.cpp,Unmatched Parentheses,8,18,error,expected ')' before ';' token,"sample_programs\unmatched_parens_11.cpp: In function 'int main()':
sample_programs\unmatched_parens_11.cpp:8:18: error: expected ')' before ';' token
     } while(false;  // Missing closing parenthesis
                  ^
"
unmatched_parens_12.cpp,Unmatched Parentheses,7,25,error,expected ')' before ';' token,"sample_programs\unmatched_parens_12.cpp: In function 'int main()':
sample_programs\unmatched_parens_12.cpp:7:25: error: expected ')' before ';' token
     int y = (x * (x + 1);  // Missing closing parenthesis
                         ^
"
unmatched_parens_13.cpp,Unmatched Parentheses,6,32,error,expected ')' before '{' token,"sample_programs\unmatched_parens_13.cpp: In function 'int main()':
sample_programs\unmatched_parens_13.cpp:6:32: error: expected ')' before '{' token
     if(true && (false || true) {  // Missing closing parenthesis
                                ^
"
unmatched_parens_2.cpp,Unmatched Parentheses,6,28,error,expected ')' before ';' token,"sample_programs\unmatched_parens_2.cpp: In function 'int main()':
sample_programs\unmatched_parens_2.cpp:6:28: error: expected ')' before ';' token
     int result = (5 + 3 * 2;  // Missing closing parenthesis
                            ^
"
unmatched_parens_3.cpp,Unmatched Parentheses,6,16,error,expected ')' before '{' token,"sample_programs\unmatched_parens_3.cpp: In function 'int main()':
sample_programs\unmatched_parens_3.cpp:6:16: error: expected ')' before '{' token
     while(true {  // Missing closing parenthesis
                ^
"
unmatched_parens_4.cpp,Unmatched Parentheses,6,31,error,expected ')' before '{' token,"sample_programs\unmatched_parens_4.cpp: In function 'int main()':
sample_programs\unmatched_parens_4.cpp:6:31: error: expected ')' before '{' token
     for(int i = 0; i < 5; i++ {  // Missing closing parenthesis
                               ^
"
unmatched_parens_6.cpp,Unmatched Parentheses,5,9,error,cannot declare '::main' to be a global variable,"sample_programs\unmatched_parens_6.cpp:5:9: error: cannot declare '::main' to be a global variable
 int main( {  // Missing opening parenthesis
         ^
sample_programs\unmatched_parens_6.cpp:6:5: error: expected primary-expression before 'int'
     int x = 10;
     ^~~
sample_programs\unmatched_parens_6.cpp:6:5: error: expected '}' before 'int'
sample_programs\unmatched_parens_6.cpp:6:5: error: expected ')' before 'int'
sample_programs\unmatched_parens_6.cpp:7:5: error: 'cout' does not name a type
     cout << x << endl;
     ^~~~
sample_programs\unmatched_parens_6.cpp:8:5: error: expected unqualified-id before 'return'
     return 0;
     ^~~~~~
sample_programs\unmatched_parens_6.cpp:9:1: error: expected declaration before '}' token
 }
 ^
"
unmatched_parens_6.cpp,Unmatched Parentheses,6,5,error,expected primary-expression before 'int',"sample_programs\unmatched_parens_6.cpp:5:9: error: cannot declare '::main' to be a global variable
 int main( {  // Missing opening parenthesis
         ^
sample_programs\unmatched_parens_6.cpp:6:5: error: expected primary-expression before 'int'
     int x = 10;
     ^~~
sample_programs\unmatched_parens_6.cpp:6:5: error: expected '}' before 'int'
sample_programs\unmatched_parens_6.cpp:6:5: error: expected ')' before 'int'
sample_programs\unmatched_parens_6.cpp:7:5: error: 'cout' does not name a type
     cout << x << endl;
     ^~~~
sample_programs\unmatched_parens_6.cpp:8:5: error: expected unqualified-id before 'return'
     return 0;
     ^~~~~~
sample_programs\unmatched_parens_6.cpp:9:1: error: expected declaration before '}' token
 }
 ^
"
unmatched_parens_6.cpp,Unmatched Parentheses,6,5,error,expected '}' before 'int',"sample_programs\unmatched_parens_6.cpp:5:9: error: cannot declare '::main' to be a global variable
 int main( {  // Missing opening parenthesis
         ^
sample_programs\unmatched_parens_6.cpp:6:5: error: expected primary-expression before 'int'
     int x = 10;
     ^~~
sample_programs\unmatched_parens_6.cpp:6:5: error: expected '}' before 'int'
sample_programs\unmatched_parens_6.cpp:6:5: error: expected ')' before 'int'
sample_programs\unmatched_parens_6.cpp:7:5: error: 'cout' does not name a type
     cout << x << endl;
     ^~~~
sample_programs\unmatched_parens_6.cpp:8:5: error: expected unqualified-id before 'return'
     return 0;
     ^~~~~~
sample_programs\unmatched_parens_6.cpp:9:1: error: expected declaration before '}' token
 }
 ^
"
unmatched_parens_6.cpp,Unmatched Parentheses,6,5,error,expected ')' before 'int',"sample_programs\unmatched_parens_6.cpp:5:9: error: cannot declare '::main' to be a global variable
 int main( {  // Missing opening parenthesis
         ^
sample_programs\unmatched_parens_6.cpp:6:5: error: expected primary-expression before 'int'
     int x = 10;
     ^~~
sample_programs\unmatched_parens_6.cpp:6:5: error: expected '}' before 'int'
sample_programs\unmatched_parens_6.cpp:6:5: error: expected ')' before 'int'
sample_programs\unmatched_parens_6.cpp:7:5: error: 'cout' does not name a type
     cout << x << endl;
     ^~~~
sample_programs\unmatched_parens_6.cpp:8:5: error: expected unqualified-id before 'return'
     return 0;
     ^~~~~~
sample_programs\unmatched_parens_6.cpp:9:1: error: expected declaration before '}' token
 }
 ^
"
unmatched_parens_6.cpp,Unmatched Parentheses,7,5,error,'cout' does not name a type,"sample_programs\unmatched_parens_6.cpp:5:9: error: cannot declare '::main' to be a global variable
 int main( {  // Missing opening parenthesis
         ^
sample_programs\unmatched_parens_6.cpp:6:5: error: expected primary-expression before 'int'
     int x = 10;
     ^~~
sample_programs\unmatched_parens_6.cpp:6:5: error: expected '}' before 'int'
sample_programs\unmatched_parens_6.cpp:6:5: error: expected ')' before 'int'
sample_programs\unmatched_parens_6.cpp:7:5: error: 'cout' does not name a type
     cout << x << endl;
     ^~~~
sample_programs\unmatched_parens_6.cpp:8:5: error: expected unqualified-id before 'return'
     return 0;
     ^~~~~~
sample_programs\unmatched_parens_6.cpp:9:1: error: expected declaration before '}' token
 }
 ^
"
unmatched_parens_6.cpp,Unmatched Parentheses,8,5,error,expected unqualified-id before 'return',"sample_programs\unmatched_parens_6.cpp:5:9: error: cannot declare '::main' to be a global variable
 int main( {  // Missing opening parenthesis
         ^
sample_programs\unmatched_parens_6.cpp:6:5: error: expected primary-expression before 'int'
     int x = 10;
     ^~~
sample_programs\unmatched_parens_6.cpp:6:5: error: expected '}' before 'int'
sample_programs\unmatched_parens_6.cpp:6:5: error: expected ')' before 'int'
sample_programs\unmatched_parens_6.cpp:7:5: error: 'cout' does not name a type
     cout << x << endl;
     ^~~~
sample_programs\unmatched_parens_6.cpp:8:5: error: expected unqualified-id before 'return'
     return 0;
     ^~~~~~
sample_programs\unmatched_parens_6.cpp:9:1: error: expected declaration before '}' token
 }
 ^
"
unmatched_parens_6.cpp,Unmatched Parentheses,9,1,error,expected declaration before '}' token,"sample_programs\unmatched_parens_6.cpp:5:9: error: cannot declare '::main' to be a global variable
 int main( {  // Missing opening parenthesis
         ^
sample_programs\unmatched_parens_6.cpp:6:5: error: expected primary-expression before 'int'
     int x = 10;
     ^~~
sample_programs\unmatched_parens_6.cpp:6:5: error: expected '}' before 'int'
sample_programs\unmatched_parens_6.cpp:6:5: error: expected ')' before 'int'
sample_programs\unmatched_parens_6.cpp:7:5: error: 'cout' does not name a type
     cout << x << endl;
     ^~~~
sample_programs\unmatched_parens_6.cpp:8:5: error: expected unqualified-id before 'return'
     return 0;
     ^~~~~~
sample_programs\unmatched_parens_6.cpp:9:1: error: expected declaration before '}' token
 }
 ^
"
unmatched_parens_7.cpp,Unmatched Parentheses,6,25,error,expected ')' before ';' token,"sample_programs\unmatched_parens_7.cpp: In function 'int main()':
sample_programs\unmatched_parens_7.cpp:6:25: error: expected ')' before ';' token
     int x = ((5 + 3) * 2;  // Missing closing parenthesis
                         ^
"
unmatched_parens_8.cpp,Unmatched Parentheses,6,14,error,expected ')' before '{' token,"sample_programs\unmatched_parens_8.cpp: In function 'int main()':
sample_programs\unmatched_parens_8.cpp:6:14: error: expected ')' before '{' token
     switch(1 {  // Missing closing parenthesis
              ^
"
unmatched_parens_9.cpp,Unmatched Parentheses,6,29,error,expected ')' before '{' token,"sample_programs\unmatched_parens_9.cpp: In function 'int main()':
sample_programs\unmatched_parens_9.cpp:6:29: error: expected ')' before '{' token
     if((5 > 3) && (10 < 20) {  // Missing closing parenthesis
                             ^
"
