source_file,error_category,line_number,column_number,error_type,error_message,full_output
missing_header_26.cpp,Missing Header Include,6,9,error,expected primary-expression before 'int',"WEEK5\error_collection\sample_programs\missing_header_26.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_26.cpp:6:5: error: 'map' was not declared in this scope
     map<int, string> m;  // map not declared
     ^~~
WEEK5\error_collection\sample_programs\missing_header_26.cpp:6:9: error: expected primary-expression before 'int'
     map<int, string> m;  // map not declared
         ^~~
WEEK5\error_collection\sample_programs\missing_header_26.cpp:7:5: error: 'm' was not declared in this scope
     m[1] = ""one"";
     ^"
missing_header_26.cpp,Missing Header Include,7,5,error,'m' was not declared in this scope,"WEEK5\error_collection\sample_programs\missing_header_26.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_26.cpp:6:5: error: 'map' was not declared in this scope
     map<int, string> m;  // map not declared
     ^~~
WEEK5\error_collection\sample_programs\missing_header_26.cpp:6:9: error: expected primary-expression before 'int'
     map<int, string> m;  // map not declared
         ^~~
WEEK5\error_collection\sample_programs\missing_header_26.cpp:7:5: error: 'm' was not declared in this scope
     m[1] = ""one"";
     ^"
missing_header_27.cpp,Missing Header Include,6,5,error,'list' was not declared in this scope,"WEEK5\error_collection\sample_programs\missing_header_27.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_27.cpp:6:5: error: 'list' was not declared in this scope
     list<int> lst;  // list not declared
     ^~~~
WEEK5\error_collection\sample_programs\missing_header_27.cpp:6:10: error: expected primary-expression before 'int'
     list<int> lst;  // list not declared
          ^~~
WEEK5\error_collection\sample_programs\missing_header_27.cpp:7:5: error: 'lst' was not declared in this scope
     lst.push_back(1);
     ^~~"
missing_header_27.cpp,Missing Header Include,6,10,error,expected primary-expression before 'int',"WEEK5\error_collection\sample_programs\missing_header_27.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_27.cpp:6:5: error: 'list' was not declared in this scope
     list<int> lst;  // list not declared
     ^~~~
WEEK5\error_collection\sample_programs\missing_header_27.cpp:6:10: error: expected primary-expression before 'int'
     list<int> lst;  // list not declared
          ^~~
WEEK5\error_collection\sample_programs\missing_header_27.cpp:7:5: error: 'lst' was not declared in this scope
     lst.push_back(1);
     ^~~"
missing_header_27.cpp,Missing Header Include,7,5,error,'lst' was not declared in this scope,"WEEK5\error_collection\sample_programs\missing_header_27.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_27.cpp:6:5: error: 'list' was not declared in this scope
     list<int> lst;  // list not declared
     ^~~~
WEEK5\error_collection\sample_programs\missing_header_27.cpp:6:10: error: expected primary-expression before 'int'
     list<int> lst;  // list not declared
          ^~~
WEEK5\error_collection\sample_programs\missing_header_27.cpp:7:5: error: 'lst' was not declared in this scope
     lst.push_back(1);
     ^~~"
missing_header_28.cpp,Missing Header Include,6,24,error,"variable 'std::tuple<int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > t' has initializer but incomplete type","WEEK5\error_collection\sample_programs\missing_header_28.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_28.cpp:6:24: error: variable 'std::tuple<int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > t' has initializer but incomplete type
     tuple<int, string> t = make_tuple(1, ""one"");  // tuple not declared
                        ^
WEEK5\error_collection\sample_programs\missing_header_28.cpp:6:47: error: 'make_tuple' was not declared in this scope
     tuple<int, string> t = make_tuple(1, ""one"");  // tuple not declared
                                               ^
WEEK5\error_collection\sample_programs\missing_header_28.cpp:7:13: error: 'get' was not declared in this scope
     cout << get<0>(t) << endl;
             ^~~"
missing_header_28.cpp,Missing Header Include,6,47,error,'make_tuple' was not declared in this scope,"WEEK5\error_collection\sample_programs\missing_header_28.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_28.cpp:6:24: error: variable 'std::tuple<int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > t' has initializer but incomplete type
     tuple<int, string> t = make_tuple(1, ""one"");  // tuple not declared
                        ^
WEEK5\error_collection\sample_programs\missing_header_28.cpp:6:47: error: 'make_tuple' was not declared in this scope
     tuple<int, string> t = make_tuple(1, ""one"");  // tuple not declared
                                               ^
WEEK5\error_collection\sample_programs\missing_header_28.cpp:7:13: error: 'get' was not declared in this scope
     cout << get<0>(t) << endl;
             ^~~"
missing_header_28.cpp,Missing Header Include,7,13,error,'get' was not declared in this scope,"WEEK5\error_collection\sample_programs\missing_header_28.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_28.cpp:6:24: error: variable 'std::tuple<int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > t' has initializer but incomplete type
     tuple<int, string> t = make_tuple(1, ""one"");  // tuple not declared
                        ^
WEEK5\error_collection\sample_programs\missing_header_28.cpp:6:47: error: 'make_tuple' was not declared in this scope
     tuple<int, string> t = make_tuple(1, ""one"");  // tuple not declared
                                               ^
WEEK5\error_collection\sample_programs\missing_header_28.cpp:7:13: error: 'get' was not declared in this scope
     cout << get<0>(t) << endl;
             ^~~"
missing_header_30.cpp,Missing Header Include,6,5,error,'bitset' was not declared in this scope,"WEEK5\error_collection\sample_programs\missing_header_30.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_30.cpp:6:5: error: 'bitset' was not declared in this scope
     bitset<8> b(255);  // bitset not declared
     ^~~~~~
WEEK5\error_collection\sample_programs\missing_header_30.cpp:6:20: error: 'b' was not declared in this scope
     bitset<8> b(255);  // bitset not declared
                    ^"
missing_header_30.cpp,Missing Header Include,6,20,error,'b' was not declared in this scope,"WEEK5\error_collection\sample_programs\missing_header_30.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_30.cpp:6:5: error: 'bitset' was not declared in this scope
     bitset<8> b(255);  // bitset not declared
     ^~~~~~
WEEK5\error_collection\sample_programs\missing_header_30.cpp:6:20: error: 'b' was not declared in this scope
     bitset<8> b(255);  // bitset not declared
                    ^"
missing_header_4.cpp,Missing Header Include,7,5,error,'vector' was not declared in this scope,"WEEK5\error_collection\sample_programs\missing_header_4.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_4.cpp:7:5: error: 'vector' was not declared in this scope
     vector<int> nums;  // vector not declared
     ^~~~~~
WEEK5\error_collection\sample_programs\missing_header_4.cpp:7:12: error: expected primary-expression before 'int'
     vector<int> nums;  // vector not declared
            ^~~
WEEK5\error_collection\sample_programs\missing_header_4.cpp:8:5: error: 'nums' was not declared in this scope
     nums.push_back(10);
     ^~~~"
missing_header_4.cpp,Missing Header Include,7,12,error,expected primary-expression before 'int',"WEEK5\error_collection\sample_programs\missing_header_4.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_4.cpp:7:5: error: 'vector' was not declared in this scope
     vector<int> nums;  // vector not declared
     ^~~~~~
WEEK5\error_collection\sample_programs\missing_header_4.cpp:7:12: error: expected primary-expression before 'int'
     vector<int> nums;  // vector not declared
            ^~~
WEEK5\error_collection\sample_programs\missing_header_4.cpp:8:5: error: 'nums' was not declared in this scope
     nums.push_back(10);
     ^~~~"
missing_header_4.cpp,Missing Header Include,8,5,error,'nums' was not declared in this scope,"WEEK5\error_collection\sample_programs\missing_header_4.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_4.cpp:7:5: error: 'vector' was not declared in this scope
     vector<int> nums;  // vector not declared
     ^~~~~~
WEEK5\error_collection\sample_programs\missing_header_4.cpp:7:12: error: expected primary-expression before 'int'
     vector<int> nums;  // vector not declared
            ^~~
WEEK5\error_collection\sample_programs\missing_header_4.cpp:8:5: error: 'nums' was not declared in this scope
     nums.push_back(10);
     ^~~~"
missing_header_6.cpp,Missing Header Include,9,22,error,'strcpy' was not declared in this scope,"WEEK5\error_collection\sample_programs\missing_header_6.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_6.cpp:9:22: error: 'strcpy' was not declared in this scope
     strcpy(str2, str1);  // strcpy not declared
                      ^"
missing_header_7.cpp,Missing Header Include,7,24,error,'time' was not declared in this scope,"WEEK5\error_collection\sample_programs\missing_header_7.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_7.cpp:7:24: error: 'time' was not declared in this scope
     time_t now = time(0);  // time not declared
                        ^"
missing_header_8.cpp,Missing Header Include,9,34,error,'sort' was not declared in this scope,"WEEK5\error_collection\sample_programs\missing_header_8.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_8.cpp:9:34: error: 'sort' was not declared in this scope
     sort(nums.begin(), nums.end());  // sort not declared
                                  ^"
missing_header_9.cpp,Missing Header Include,8,27,error,'setprecision' was not declared in this scope,"WEEK5\error_collection\sample_programs\missing_header_9.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_header_9.cpp:8:27: error: 'setprecision' was not declared in this scope
     cout << setprecision(2) << pi << endl;  // setprecision not declared
                           ^"
missing_return_1.cpp,Missing Return Statement,10,1,warning,control reaches end of non-void function [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_1.cpp: In function 'int calculate(int)':
WEEK5\error_collection\sample_programs\missing_return_1.cpp:10:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_10.cpp,Missing Return Statement,9,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_10.cpp: In function 'float average(int, int)':
WEEK5\error_collection\sample_programs\missing_return_10.cpp:9:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_11.cpp,Missing Return Statement,15,9,warning,unused variable 'sq' [-Wunused-variable],"WEEK5\error_collection\sample_programs\missing_return_11.cpp: In function 'int square(int)':
WEEK5\error_collection\sample_programs\missing_return_11.cpp:15:9: warning: unused variable 'sq' [-Wunused-variable]
     int sq = x * x;
         ^~
WEEK5\error_collection\sample_programs\missing_return_11.cpp:17:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_11.cpp,Missing Return Statement,17,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_11.cpp: In function 'int square(int)':
WEEK5\error_collection\sample_programs\missing_return_11.cpp:15:9: warning: unused variable 'sq' [-Wunused-variable]
     int sq = x * x;
         ^~
WEEK5\error_collection\sample_programs\missing_return_11.cpp:17:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_12.cpp,Missing Return Statement,11,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_12.cpp: In function 'long int power(int, int)':
WEEK5\error_collection\sample_programs\missing_return_12.cpp:11:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_13.cpp,Missing Return Statement,13,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_13.cpp: In function 'int count(int*, int)':
WEEK5\error_collection\sample_programs\missing_return_13.cpp:13:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_14.cpp,Missing Return Statement,5,9,warning,unused variable 'result' [-Wunused-variable],"WEEK5\error_collection\sample_programs\missing_return_14.cpp: In function 'int triple(int)':
WEEK5\error_collection\sample_programs\missing_return_14.cpp:5:9: warning: unused variable 'result' [-Wunused-variable]
     int result = x * 3;
         ^~~~~~
WEEK5\error_collection\sample_programs\missing_return_14.cpp:7:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_14.cpp,Missing Return Statement,7,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_14.cpp: In function 'int triple(int)':
WEEK5\error_collection\sample_programs\missing_return_14.cpp:5:9: warning: unused variable 'result' [-Wunused-variable]
     int result = x * 3;
         ^~~~~~
WEEK5\error_collection\sample_programs\missing_return_14.cpp:7:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_15.cpp,Missing Return Statement,5,12,warning,unused variable 'area' [-Wunused-variable],"WEEK5\error_collection\sample_programs\missing_return_15.cpp: In function 'double circle_area(double)':
WEEK5\error_collection\sample_programs\missing_return_15.cpp:5:12: warning: unused variable 'area' [-Wunused-variable]
     double area = 3.14159 * r * r;
            ^~~~
WEEK5\error_collection\sample_programs\missing_return_15.cpp:7:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_15.cpp,Missing Return Statement,7,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_15.cpp: In function 'double circle_area(double)':
WEEK5\error_collection\sample_programs\missing_return_15.cpp:5:12: warning: unused variable 'area' [-Wunused-variable]
     double area = 3.14159 * r * r;
            ^~~~
WEEK5\error_collection\sample_programs\missing_return_15.cpp:7:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_16.cpp,Missing Return Statement,9,1,warning,control reaches end of non-void function [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_16.cpp: In function 'int min_val(int, int)':
WEEK5\error_collection\sample_programs\missing_return_16.cpp:9:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_17.cpp,Missing Return Statement,8,1,warning,control reaches end of non-void function [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_17.cpp: In function 'std::__cxx11::string classify(int)':
WEEK5\error_collection\sample_programs\missing_return_17.cpp:8:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_18.cpp,Missing Return Statement,6,9,warning,unused variable 'a' [-Wunused-variable],"WEEK5\error_collection\sample_programs\missing_return_18.cpp: In function 'int fibonacci(int)':
WEEK5\error_collection\sample_programs\missing_return_18.cpp:6:9: warning: unused variable 'a' [-Wunused-variable]
     int a = fibonacci(n-1) + fibonacci(n-2);
         ^
WEEK5\error_collection\sample_programs\missing_return_18.cpp:8:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_18.cpp,Missing Return Statement,8,1,warning,control reaches end of non-void function [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_18.cpp: In function 'int fibonacci(int)':
WEEK5\error_collection\sample_programs\missing_return_18.cpp:6:9: warning: unused variable 'a' [-Wunused-variable]
     int a = fibonacci(n-1) + fibonacci(n-2);
         ^
WEEK5\error_collection\sample_programs\missing_return_18.cpp:8:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_19.cpp,Missing Return Statement,9,1,warning,control reaches end of non-void function [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_19.cpp: In function 'float divide(float, float)':
WEEK5\error_collection\sample_programs\missing_return_19.cpp:9:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_2.cpp,Missing Return Statement,6,9,warning,unused variable 'x' [-Wunused-variable],"WEEK5\error_collection\sample_programs\missing_return_2.cpp: In function 'int getValue()':
WEEK5\error_collection\sample_programs\missing_return_2.cpp:6:9: warning: unused variable 'x' [-Wunused-variable]
     int x = 10;
         ^
WEEK5\error_collection\sample_programs\missing_return_2.cpp:8:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_2.cpp,Missing Return Statement,8,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_2.cpp: In function 'int getValue()':
WEEK5\error_collection\sample_programs\missing_return_2.cpp:6:9: warning: unused variable 'x' [-Wunused-variable]
     int x = 10;
         ^
WEEK5\error_collection\sample_programs\missing_return_2.cpp:8:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_20.cpp,Missing Return Statement,11,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_20.cpp: In function 'int sumDigits(int)':
WEEK5\error_collection\sample_programs\missing_return_20.cpp:11:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_21.cpp,Missing Return Statement,10,1,warning,control reaches end of non-void function [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_21.cpp: In function 'bool isPrime(int)':
WEEK5\error_collection\sample_programs\missing_return_21.cpp:10:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_22.cpp,Missing Return Statement,8,1,warning,control reaches end of non-void function [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_22.cpp: In function 'int clamp(int, int, int)':
WEEK5\error_collection\sample_programs\missing_return_22.cpp:8:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_23.cpp,Missing Return Statement,6,15,warning,unused variable 'result' [-Wunused-variable],"WEEK5\error_collection\sample_programs\missing_return_23.cpp: In function 'long long int factorial(int)':
WEEK5\error_collection\sample_programs\missing_return_23.cpp:6:15: warning: unused variable 'result' [-Wunused-variable]
     long long result = n * factorial(n-1);
               ^~~~~~
WEEK5\error_collection\sample_programs\missing_return_23.cpp:8:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_23.cpp,Missing Return Statement,8,1,warning,control reaches end of non-void function [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_23.cpp: In function 'long long int factorial(int)':
WEEK5\error_collection\sample_programs\missing_return_23.cpp:6:15: warning: unused variable 'result' [-Wunused-variable]
     long long result = n * factorial(n-1);
               ^~~~~~
WEEK5\error_collection\sample_programs\missing_return_23.cpp:8:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_24.cpp,Missing Return Statement,10,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_24.cpp: In function 'int countPositives(int*, int)':
WEEK5\error_collection\sample_programs\missing_return_24.cpp:10:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_25.cpp,Missing Return Statement,8,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_25.cpp: In function 'double power(double, int)':
WEEK5\error_collection\sample_programs\missing_return_25.cpp:8:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_26.cpp,Missing Return Statement,11,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_26.cpp: In function 'int gcd(int, int)':
WEEK5\error_collection\sample_programs\missing_return_26.cpp:11:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_27.cpp,Missing Return Statement,9,1,warning,control reaches end of non-void function [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_27.cpp: In function 'char letterGrade(int)':
WEEK5\error_collection\sample_programs\missing_return_27.cpp:9:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_28.cpp,Missing Return Statement,11,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_28.cpp: In function 'int reverseNum(int)':
WEEK5\error_collection\sample_programs\missing_return_28.cpp:11:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_29.cpp,Missing Return Statement,9,1,warning,control reaches end of non-void function [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_29.cpp: In function 'bool isEven(int)':
WEEK5\error_collection\sample_programs\missing_return_29.cpp:9:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_3.cpp,Missing Return Statement,6,12,warning,unused variable 'price' [-Wunused-variable],"WEEK5\error_collection\sample_programs\missing_return_3.cpp: In function 'double getPrice()':
WEEK5\error_collection\sample_programs\missing_return_3.cpp:6:12: warning: unused variable 'price' [-Wunused-variable]
     double price = 99.99;
            ^~~~~
WEEK5\error_collection\sample_programs\missing_return_3.cpp:9:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_3.cpp,Missing Return Statement,9,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_3.cpp: In function 'double getPrice()':
WEEK5\error_collection\sample_programs\missing_return_3.cpp:6:12: warning: unused variable 'price' [-Wunused-variable]
     double price = 99.99;
            ^~~~~
WEEK5\error_collection\sample_programs\missing_return_3.cpp:9:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_30.cpp,Missing Return Statement,5,9,warning,unused variable 'c' [-Wunused-variable],"WEEK5\error_collection\sample_programs\missing_return_30.cpp: In function 'int cube(int)':
WEEK5\error_collection\sample_programs\missing_return_30.cpp:5:9: warning: unused variable 'c' [-Wunused-variable]
     int c = x * x * x;
         ^
WEEK5\error_collection\sample_programs\missing_return_30.cpp:8:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_30.cpp,Missing Return Statement,8,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_30.cpp: In function 'int cube(int)':
WEEK5\error_collection\sample_programs\missing_return_30.cpp:5:9: warning: unused variable 'c' [-Wunused-variable]
     int c = x * x * x;
         ^
WEEK5\error_collection\sample_programs\missing_return_30.cpp:8:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_4.cpp,Missing Return Statement,12,1,warning,control reaches end of non-void function [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_4.cpp: In function 'bool isPositive(int)':
WEEK5\error_collection\sample_programs\missing_return_4.cpp:12:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_5.cpp,Missing Return Statement,13,1,warning,control reaches end of non-void function [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_5.cpp: In function 'char getGrade(int)':
WEEK5\error_collection\sample_programs\missing_return_5.cpp:13:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_6.cpp,Missing Return Statement,6,9,warning,unused variable 'result' [-Wunused-variable],"WEEK5\error_collection\sample_programs\missing_return_6.cpp: In function 'int sum(int, int)':
WEEK5\error_collection\sample_programs\missing_return_6.cpp:6:9: warning: unused variable 'result' [-Wunused-variable]
     int result = a + b;
         ^~~~~~
WEEK5\error_collection\sample_programs\missing_return_6.cpp:9:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_6.cpp,Missing Return Statement,9,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_6.cpp: In function 'int sum(int, int)':
WEEK5\error_collection\sample_programs\missing_return_6.cpp:6:9: warning: unused variable 'result' [-Wunused-variable]
     int result = a + b;
         ^~~~~~
WEEK5\error_collection\sample_programs\missing_return_6.cpp:9:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_7.cpp,Missing Return Statement,10,1,warning,control reaches end of non-void function [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_7.cpp: In function 'int max(int, int)':
WEEK5\error_collection\sample_programs\missing_return_7.cpp:10:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_8.cpp,Missing Return Statement,8,1,warning,no return statement in function returning non-void [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_8.cpp: In function 'std::__cxx11::string getMessage()':
WEEK5\error_collection\sample_programs\missing_return_8.cpp:8:1: warning: no return statement in function returning non-void [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_9.cpp,Missing Return Statement,9,9,warning,unused variable 'result' [-Wunused-variable],"WEEK5\error_collection\sample_programs\missing_return_9.cpp: In function 'int factorial(int)':
WEEK5\error_collection\sample_programs\missing_return_9.cpp:9:9: warning: unused variable 'result' [-Wunused-variable]
     int result = n * factorial(n - 1);
         ^~~~~~
WEEK5\error_collection\sample_programs\missing_return_9.cpp:11:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_return_9.cpp,Missing Return Statement,11,1,warning,control reaches end of non-void function [-Wreturn-type],"WEEK5\error_collection\sample_programs\missing_return_9.cpp: In function 'int factorial(int)':
WEEK5\error_collection\sample_programs\missing_return_9.cpp:9:9: warning: unused variable 'result' [-Wunused-variable]
     int result = n * factorial(n - 1);
         ^~~~~~
WEEK5\error_collection\sample_programs\missing_return_9.cpp:11:1: warning: control reaches end of non-void function [-Wreturn-type]
 }
 ^
Assembler messages:
Fatal error: can't create /dev/null: No such file or directory"
missing_semicolon_1.cpp,Missing Semicolon,7,5,error,"expected ',' or ';' before 'cout'","WEEK5\error_collection\sample_programs\missing_semicolon_1.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_semicolon_1.cpp:7:5: error: expected ',' or ';' before 'cout'
     cout << ""Value: "" << x << endl;
     ^~~~
WEEK5\error_collection\sample_programs\missing_semicolon_1.cpp:6:9: warning: unused variable 'x' [-Wunused-variable]
     int x = 10  // Missing semicolon
         ^"
missing_semicolon_1.cpp,Missing Semicolon,6,9,warning,unused variable 'x' [-Wunused-variable],"WEEK5\error_collection\sample_programs\missing_semicolon_1.cpp: In function 'int main()':
WEEK5\error_collection\sample_programs\missing_semicolon_1.cpp:7:5: error: expected ',' or ';' before 'cout'
     cout << ""Value: "" << x << endl;
     ^~~~
WEEK5\error_collection\sample_programs\missing_semicolon_1.cpp:6:9: warning: unused variable 'x' [-Wunused-variable]
     int x = 10  // Missing semicolon
         ^"
